x,y,x_ref,y_ref
4.976407051086426,0.3418880999088295,5.023479875832014,0.3024271125071509
4.982628345489502,0.2276965975761421,5.028660549120484,0.21006344363824586
4.986082553863525,0.155770346522332,5.032115326185743,0.11737908582592115
4.988614559173584,0.05318701267242507,5.033843013221516,0.02450213718746747
4.99049186706543,-0.04940022528171464,5.032115326185743,-0.16131598662042415
4.988321781158447,-0.2001252025365822,5.028660549120484,-0.2540003444327489
4.985787391662598,-0.3047812581062309,5.023479875832014,-0.34636401330165395
4.982710361480713,-0.37845781445503157,5.016575096514076,-0.43827933833080707
4.9785475730896,-0.4659697711467735,5.007948597129275,-0.5296192842753671
4.972540378570557,-0.5662490129470817,4.9976033585846,-0.6202576111161475
4.966190338134766,-0.6505172848701469,4.985542955701369,-0.7100690485346401
4.957918643951416,-0.747510612010955,4.97177155597994,-0.7989294690478908
4.953287601470947,-0.8298480510711662,4.956293918159616,-0.8867160595638298
4.946119785308838,-0.9242996573448173,4.939115390574263,-0.9733074911199974
4.938481330871582,-0.9909410476684563,4.920241909304169,-1.0585840865711094
4.923582553863525,-1.0830245018005364,4.8996799961248225,-1.1424279859936017
4.9119462966918945,-1.1475566625595086,4.877436756253302,-1.2247233095786711
4.893416881561279,-1.2319076061248773,4.853519875893042,-1.30535631778858
4.8758111000061035,-1.3024206161499017,4.827937619577859,-1.3842155685549142
4.859719753265381,-1.3600065708160394,4.800698827316109,-1.4611920713015698
4.837996482849121,-1.4265409708023065,4.771812911536018,-1.5361794375795008
4.810425281524658,-1.5027664899826043,4.741289853833181,-1.6090740281051488
4.780395030975342,-1.5766885280609124,4.709140201521404,-1.6797750959992401
4.757404804229736,-1.6282970905303948,4.675375063988062,-1.748184926028025
4.721785068511963,-1.6994017362594598,4.640006108855207,-1.8142089696545398
4.692816257476807,-1.7496104240417474,4.603045557947817,-1.8777559757131619
4.644330024719238,-1.8279132843017571,4.5645061830704945,-1.938738116526949
4.5980401039123535,-1.8922606706619256,4.52440130159415,-1.9970711092933766
4.563697814941406,-1.936892628669738,4.482744771854156,-2.0526743325707426
4.515049934387207,-1.9974826574325555,4.4395509883615585,-2.105470937704268
4.472989082336426,-2.0474867820739737,4.394834876829028,-2.1553879550378285
4.437046527862549,-2.0878703594207755,4.348611889013241,-2.2023563947646
4.384064674377441,-2.1396324634551993,4.3008979973754835,-2.246311342277165
4.345195293426514,-2.174367427825927,4.251709689562347,-2.2871920478853336
4.282525539398193,-2.2276031970977774,4.20106396270836,-2.3249420107776912
4.243584632873535,-2.259779691696166,4.148978317562612,-2.359509057110789
4.187814712524414,-2.301696777343749,4.095470752441314,-2.3908454121180953
4.131137371063232,-2.3373229503631583,4.040559757008436,-2.418907766139016
4.081415176391602,-2.3646783828735343,3.9842643058865805,-2.443657334476738
4.030320167541504,-2.3875908851623526,3.9266038521002278,-2.465059911002172
3.977449655532837,-2.4044690132141104,3.8675983203537285,-2.4830859154298954
3.914303779602051,-2.4210329055786124,3.8072681001462505,-2.497710434200772
3.8572041988372803,-2.4289865493774405,3.745634038726151,-2.5089132549147246
3.7986159324645996,-2.4340622425079337,3.68271743388717,-2.5166788942660947
3.738976240158081,-2.435910701751708,3.618540026608904,-2.5209966194429594
3.688664674758911,-2.434260129928588,3.553123993544189,-2.521860462960846
3.6059014797210693,-2.428765058517455,3.4864919393558806,-2.5192692309103295
3.542041540145874,-2.4183845520019522,3.349672279298308,-2.5037406356423877
3.420464515686035,-2.3935959339141837,3.2795319517818147,-2.490824734340057
3.34004282951355,-2.3714890480041495,3.2082701435101284,-2.4744966516372195
3.2693166732788086,-2.3513076305389395,3.135911479167366,-2.4547789544124985
3.187894344329834,-2.323774337768554,3.0624809624588294,-2.4316988942966087
3.1053571701049805,-2.293721914291381,2.9880039674708985,-2.405288370008143
3.033323287963867,-2.2644381523132315,2.912506229902964,-2.375583883266678
2.960728406906128,-2.230034589767455,2.8360138381744053,-2.3426264883441186
2.8867714405059814,-2.1949472427368155,2.7585532244096562,-2.3064617353239956
2.7910873889923096,-2.1414546966552725,2.600834722876988,-2.2247144505308682
2.6808974742889404,-2.0790624618530265,2.520631335105267,-2.179244900856707
2.607412338256836,-2.035230875015258,2.439568706457174,-2.130793801131261
2.4814646244049072,-1.9602042436599725,2.2749780592870317,-2.0252188348543063
2.3665637969970703,-1.8903429508209222,2.1915069154471514,-1.9682408824002031
2.2879538536071777,-1.8421490192413323,2.1072902604420434,-1.9085730064232116
2.1951310634613037,-1.7859441041946404,2.0223571955333526,-1.8462976732936727
2.1001031398773193,-1.7274787425994866,1.9367370695398232,-1.7815009531221804
2.014174461364746,-1.6752501726150506,1.8504594686957756,-1.714272400802974
1.910830020904541,-1.6116998195648187,1.7635542064274878,-1.6447049322409966
1.8053358793258667,-1.544457554817199,1.676051313051106,-1.5728946959337706
1.7132989168167114,-1.4835332632064813,1.5879810253956141,-1.4989409400855374
1.6360965967178345,-1.4311097860336297,1.4993737763543948,-1.4229458754372886
1.5300499200820923,-1.3532034158706658,1.4102601843691087,-1.3450145340023612
1.454545021057129,-1.2951524257659905,1.3206710428493886,-1.2652546239027234
1.3487685918807983,-1.2116206884384149,1.230637309532119,-1.1837763805066739
1.260086178779602,-1.1398694515228265,1.1401900957839302,-1.1006924140736636
1.1859956979751587,-1.0778969526290887,1.0493606558505624,-1.016117554116762
1.0846525430679321,-0.988446652889251,0.9581803760569241,-0.9301686906979757
0.984819233417511,-0.8961639404296868,0.8666807639614424,-0.8429646128756431
0.8865382075309753,-0.8015474081039422,0.7748934374685666,-0.7546258445272853
0.8053585290908813,-0.7191509008407586,0.6828501139031407,-0.6652744777747822
0.7374444603919983,-0.64985704421997,0.5905825990503765,-0.5750340042420508
0.6465427279472351,-0.5517132878303521,0.4981227761653261,-0.48402914437855
0.5706272125244141,-0.46731439232826166,0.40550259495551755,-0.39238567508437344
0.49466681480407715,-0.38376718759536677,0.31275406054067223,-0.3002302558752762
0.4098084270954132,-0.2891661822795861,0.21990922239327418,-0.20769025382784675
0.3603627681732178,-0.23550510406494077,0.12700016326376928,-0.11489356754672284
0.26055458188056946,-0.12972462177276547,0.03405898809433137,-0.02196845039725364
0.18451909720897675,-0.05152823776006635,-0.058882187075110004,0.07095666675221857
0.029497358947992325,0.10246592015028064,-0.15179124620461157,0.16375335303333982
-0.036849841475486755,0.1662443727254874,-0.24463608435201184,0.256293355080771
-0.12930913269519806,0.25343778729438843,-0.3373846187668538,0.3484487742898657
-0.1947697401046753,0.31404784321785034,-0.4300047999766646,0.44009224358404403
-0.2898159921169281,0.4003892540931708,-0.5224646228617171,0.5310971034475467
-0.35857588052749634,0.46197524666786255,-0.6147321377144781,0.6213375769802756
-0.486044704914093,0.5746706724166877,-0.7067754612799062,0.7106889437327804
-0.5709691047668457,0.6502957344055182,-0.7985627877727787,0.7990277120811357
-0.6710848808288574,0.7394460439682013,-0.8900623998682626,0.88623178990347
-0.7587081789970398,0.8166106939315803,-0.9812426796619031,0.972180653322258
-0.8325484395027161,0.8798004984855659,-1.0720721195952676,1.056755513279157
-0.9222310781478882,0.9564876556396491,-1.1625193333434587,1.139839479712169
-1.0116206407546997,1.0344467163085944,-1.2525530666607252,1.2213177231082162
-1.1143115758895874,1.1270033121109015,-1.3421422081804475,1.3010776332078557
-1.188515067100525,1.193073511123658,-1.4312558001657356,1.3790089746427843
-1.2745192050933838,1.2672376632690436,-1.5198630492069518,1.4550040392910308
-1.4187818765640259,1.3890266418457038,-1.6954362302388244,1.6007680314464896
-1.5470492839813232,1.4928716421127326,-1.7823414925071144,1.6703355000084683
-1.6332385540008545,1.560728311538697,-1.8686190933511637,1.7375640523276763
-1.7281429767608643,1.6361564397811896,-1.9542392193446911,1.8023607724991666
-1.8233132362365723,1.7093464136123664,-2.039172284253383,1.8646361056287066
-1.9171305894851685,1.7803474664688117,-2.123388939258488,1.9243039816056966
-1.9968712329864502,1.8392748832702643,-2.2068600830983702,1.981281934059801
-2.0899648666381836,1.9046093225479133,-2.2895568721245128,2.035491214336888
-2.167318344116211,1.9537999629974372,-2.3714507302685126,2.086856900336755
-2.232306957244873,1.9936614036560065,-2.452513358916606,2.135308000062202
-2.3091812133789062,2.0362529754638676,-2.5327167466883242,2.1807775497363617
-2.3979859352111816,2.0801815986633305,-2.612033179115886,2.223202706352657
-2.47497820854187,2.1165091991424565,-2.6904352482209966,2.262524834529491
-2.5493874549865723,2.1475906372070317,-2.7678958619857443,2.2986895875496125
-2.6121904850006104,2.1725726127624516,-2.8443882537143024,2.331646982472172
-2.688042640686035,2.2010729312896733,-2.919885991282236,2.361351469213637
-2.7632789611816406,2.226951122283936,-2.994362986270169,2.3877619935021035
-2.8519628047943115,2.2554833889007573,-3.0677935029787062,2.4108420536179938
-2.927614688873291,2.275265455245972,-3.140152167321468,2.430559750842714
-2.990781545639038,2.290383338928223,-3.2114139755931532,2.446887833545552
-3.1033935546875,2.314301490783692,-3.2815543031096466,2.4598037348478825
-3.1767897605895996,2.3270804882049565,-3.350548912717111,2.4692896038126206
-3.250030755996704,2.3385362625122075,-3.4183739631672183,2.4753323301158243
-3.3215982913970947,2.3456122875213627,-3.485006017355528,2.4779235621663407
-3.4043402671813965,2.352103710174561,-3.550422050420243,2.477059718648454
-3.4617507457733154,2.3550889492034917,-3.6145994576985085,2.4727419934715895
-3.5391101837158203,2.356411457061768,-3.6775160625374905,2.46497635412022
-3.5936408042907715,2.3557019233703618,-3.739150123957588,2.453773533406267
-3.671509027481079,2.3517711162567143,-3.7994803441650675,2.4391490146353907
-3.727562427520752,2.3460531234741215,-3.91614632969792,2.399720433682233
-3.8155951499938965,2.3312349319458012,-3.972441780819776,2.3749708653445114
-3.875518798828125,2.3161034584045415,-4.027352776252652,2.346908511323591
-3.9409711360931396,2.2903044223785405,-4.080860341373952,2.3155721563162843
-3.9893059730529785,2.2665636539459233,-4.1329459865197,2.281005109983186
-4.036890506744385,2.238045454025269,-4.232780021186823,2.2023744414826596
-4.129286289215088,2.1658966541290288,-4.280493912824579,2.1584194939700967
-4.169171333312988,2.1209950447082524,-4.326716900640369,2.1114510542433242
-4.20844841003418,2.072809219360352,-4.371433012172898,2.061534036909763
-4.264616966247559,1.99401867389679,-4.414626795665495,2.0087374317762388
-4.2762675285339355,1.975315093994141,-4.456283325405489,1.9531342084988719
-4.32945442199707,1.888808131217957,-4.496388206881833,1.8948012157324465
-4.373140335083008,1.8074154853820805,-4.571888132666547,1.770272068860035
-4.436978816986084,1.6781268119812016,-4.641022225332744,1.6358381952047356
-4.4817280769348145,1.5746140480041508,-4.67317187764452,1.5651371273106467
-4.513969421386719,1.4920074939727788,-4.703694935347357,1.4922425367849972
-4.544846534729004,1.4079935550689702,-4.732580851127449,1.417255170507065
-4.577639579772949,1.312468528747559,-4.7854018997043815,1.2614194169940753
-4.612044334411621,1.2055763006210332,-4.8093187800646415,1.1807864087841693
-4.64365291595459,1.1063024997711186,-4.831562019936163,1.098491085199098
-4.667574882507324,1.030050396919251,-4.852123933115508,1.0146471857766048
-4.6909918785095215,0.9538029432296758,-4.870997414385603,0.9293705903254948
-4.712113380432129,0.8787438869476324,-4.888175941970957,0.8427791587693252
-4.736715316772461,0.790117502212525,-4.903653579791279,0.7549925682533893
-4.753422260284424,0.7140446305274969,-4.91742497951271,0.6661321477401366
-4.774467468261719,0.611430168151856,-4.939830620940615,0.4856823834808645
-4.794012546539307,0.4954833388328557,-4.948457120325417,0.39434243753630227
-4.80719518661499,0.40412649512291005,-4.955361899643354,0.3024271125071525
-4.817039966583252,0.2983047366142278,-4.960542572931824,0.21006344363824522
-4.823890209197998,0.2040674537420278,-4.965725037032857,0.02450213718746796
-4.829129695892334,0.06575255095958761,-4.965725037032857,-0.06843903798197218
-4.830807209014893,-0.01892032101750322,-4.963997349997084,-0.16131598662042257
-4.831294059753418,-0.0904637426137919,-4.960542572931824,-0.2540003444327495
-4.830493450164795,-0.19194090366363473,-4.955361899643354,-0.3463640133016568
-4.828486919403076,-0.2942144572734828,-4.948457120325417,-0.4382793383308065
-4.824370384216309,-0.38152608275413463,-4.939830620940615,-0.5296192842753686
-4.819667339324951,-0.469335407018661,-4.92948538239594,-0.620257611116146
-4.813273906707764,-0.5566968917846674,-4.91742497951271,-0.7100690485346408
-4.802330017089844,-0.6722187399864191,-4.903653579791279,-0.7989294690478934
-4.793191432952881,-0.7583878040313715,-4.888175941970957,-0.8867160595638293
-4.783426761627197,-0.8431372642517084,-4.870997414385603,-0.973307491119999
-4.7705888748168945,-0.9410002231597895,-4.852123933115509,-1.058584086571108
-4.757065296173096,-1.0234639644622798,-4.831562019936163,-1.1424279859936024
-4.742001056671143,-1.1044678688049312,-4.8093187800646415,-1.2247233095786736
-4.725780963897705,-1.1838132143020625,-4.785401899704382,-1.3053563177885794
-4.711952209472656,-1.248181819915771,-4.759819643389199,-1.3842155685549156
-4.687378883361816,-1.3485461473464961,-4.732580851127449,-1.4611920713015694
-4.666671276092529,-1.4183254241943355,-4.673171877644521,-1.609074028105151
-4.62407922744751,-1.5411334037780757,-4.641022225332744,-1.6797750959992397
-4.590734481811523,-1.611507415771484,-4.607257087799401,-1.7481849260280262
-4.560420513153076,-1.6707276105880733,-4.5718881326665475,-1.8142089696545394
-4.52433443069458,-1.7360937595367427,-4.496388206881834,-1.9387381165269508
-4.469696044921875,-1.824933528900146,-4.456283325405489,-1.9970711092933768
-4.421391010284424,-1.8898743391036983,-4.4146267956654945,-2.0526743325707444
-4.383101463317871,-1.9373244047164913,-4.3714330121729,-2.105470937704267
-4.342827320098877,-1.9830560684204097,-4.326716900640369,-2.155387955037829
-4.2863993644714355,-2.0415453910827632,-4.28049391282458,-2.2023563947646014
-4.227700233459473,-2.0969305038452144,-4.183591713373685,-2.2871920478853345
-4.159236431121826,-2.1544873714447017,-4.132945986519701,-2.324942010777691
-4.104136943817139,-2.1942701339721675,-4.080860341373953,-2.3595090571107895
-4.047171592712402,-2.230239391326904,-3.9724417808197767,-2.4189077661390166
-3.9611732959747314,-2.2744064331054683,-3.9161463296979186,-2.4436573344767383
-3.907165765762329,-2.296746492385864,-3.858485875911569,-2.4650599110021716
-3.842928409576416,-2.319355487823486,-3.799480344165068,-2.483085915429896
-3.7775113582611084,-2.3377969264984126,-3.7391501239575886,-2.4977104342007723
-3.7198214530944824,-2.35199761390686,-3.677516062537491,-2.508913254914725
-3.6688854694366455,-2.359087228775024,-3.614599457698508,-2.5166788942660947
-3.5857839584350586,-2.3683800697326656,-3.5504220504202455,-2.5209966194429594
-3.513773202896118,-2.371171951293945,-3.4183739631672188,-2.5192692309103295
-3.4105803966522217,-2.368423461914062,-3.3505489127171124,-2.513226504607126
-3.3351311683654785,-2.3582878112792964,-3.281554303109646,-2.5037406356423877
-3.2695107460021973,-2.3474965095520015,-3.2114139755931577,-2.4908247343400576
-3.203779935836792,-2.3346667289733882,-3.1401521673214683,-2.474496651637219
-3.127206563949585,-2.316409349441528,-3.067793502978706,-2.454778954412499
-3.0604586601257324,-2.2991116046905513,-2.9943629862701693,-2.4316988942966087
-2.9887850284576416,-2.276647090911865,-2.919885991282239,-2.405288370008142
-2.9035744667053223,-2.247857332229614,-2.8443882537143073,-2.3755838832666782
-2.8162360191345215,-2.214011192321777,-2.6904352482209957,-2.306461735323996
-2.6758453845977783,-2.153793096542358,-2.612033179115887,-2.267139607147162
-2.5838003158569336,-2.1096069812774654,-2.452513358916611,-2.179244900856708
