__time,/fmu/in/actuator_motors/control[0],/fmu/in/actuator_motors/control[10],/fmu/in/actuator_motors/control[11],/fmu/in/actuator_motors/control[1],/fmu/in/actuator_motors/control[2],/fmu/in/actuator_motors/control[3],/fmu/in/actuator_motors/control[4],/fmu/in/actuator_motors/control[5],/fmu/in/actuator_motors/control[6],/fmu/in/actuator_motors/control[7],/fmu/in/actuator_motors/control[8],/fmu/in/actuator_motors/control[9],/fmu/in/actuator_motors/reversible_flags,/fmu/in/actuator_motors/timestamp,/fmu/in/actuator_motors/timestamp_sample,/fmu/out/actuator_outputs/noutputs,/fmu/out/actuator_outputs/output[0],/fmu/out/actuator_outputs/output[10],/fmu/out/actuator_outputs/output[11],/fmu/out/actuator_outputs/output[12],/fmu/out/actuator_outputs/output[13],/fmu/out/actuator_outputs/output[14],/fmu/out/actuator_outputs/output[15],/fmu/out/actuator_outputs/output[1],/fmu/out/actuator_outputs/output[2],/fmu/out/actuator_outputs/output[3],/fmu/out/actuator_outputs/output[4],/fmu/out/actuator_outputs/output[5],/fmu/out/actuator_outputs/output[6],/fmu/out/actuator_outputs/output[7],/fmu/out/actuator_outputs/output[8],/fmu/out/actuator_outputs/output[9],/fmu/out/actuator_outputs/timestamp,/fmu/out/sensor_combined/accel_calibration_count,/fmu/out/sensor_combined/accelerometer_clipping,/fmu/out/sensor_combined/accelerometer_integral_dt,/fmu/out/sensor_combined/accelerometer_m_s2[0],/fmu/out/sensor_combined/accelerometer_m_s2[1],/fmu/out/sensor_combined/accelerometer_m_s2[2],/fmu/out/sensor_combined/accelerometer_timestamp_relative,/fmu/out/sensor_combined/gyro_calibration_count,/fmu/out/sensor_combined/gyro_clipping,/fmu/out/sensor_combined/gyro_integral_dt,/fmu/out/sensor_combined/gyro_rad[0],/fmu/out/sensor_combined/gyro_rad[1],/fmu/out/sensor_combined/gyro_rad[2],/fmu/out/sensor_combined/timestamp,/fmu/out/vehicle_attitude/delta_q_reset[0],/fmu/out/vehicle_attitude/delta_q_reset[1],/fmu/out/vehicle_attitude/delta_q_reset[2],/fmu/out/vehicle_attitude/delta_q_reset[3],/fmu/out/vehicle_attitude/q[0],/fmu/out/vehicle_attitude/q[1],/fmu/out/vehicle_attitude/q[2],/fmu/out/vehicle_attitude/q[3],/fmu/out/vehicle_attitude/quat_reset_counter,/fmu/out/vehicle_attitude/timestamp,/fmu/out/vehicle_attitude/timestamp_sample,/fmu/out/vehicle_local_position/ax,/fmu/out/vehicle_local_position/ay,/fmu/out/vehicle_local_position/az,/fmu/out/vehicle_local_position/dead_reckoning,/fmu/out/vehicle_local_position/delta_heading,/fmu/out/vehicle_local_position/delta_vxy[0],/fmu/out/vehicle_local_position/delta_vxy[1],/fmu/out/vehicle_local_position/delta_vz,/fmu/out/vehicle_local_position/delta_xy[0],/fmu/out/vehicle_local_position/delta_xy[1],/fmu/out/vehicle_local_position/delta_z,/fmu/out/vehicle_local_position/dist_bottom,/fmu/out/vehicle_local_position/dist_bottom_sensor_bitfield,/fmu/out/vehicle_local_position/dist_bottom_valid,/fmu/out/vehicle_local_position/eph,/fmu/out/vehicle_local_position/epv,/fmu/out/vehicle_local_position/evh,/fmu/out/vehicle_local_position/evv,/fmu/out/vehicle_local_position/heading,/fmu/out/vehicle_local_position/heading_good_for_control,/fmu/out/vehicle_local_position/heading_reset_counter,/fmu/out/vehicle_local_position/heading_var,/fmu/out/vehicle_local_position/ref_timestamp,/fmu/out/vehicle_local_position/tilt_var,/fmu/out/vehicle_local_position/timestamp,/fmu/out/vehicle_local_position/timestamp_sample,/fmu/out/vehicle_local_position/unaided_heading,/fmu/out/vehicle_local_position/v_xy_valid,/fmu/out/vehicle_local_position/v_z_valid,/fmu/out/vehicle_local_position/vx,/fmu/out/vehicle_local_position/vxy_reset_counter,/fmu/out/vehicle_local_position/vy,/fmu/out/vehicle_local_position/vz,/fmu/out/vehicle_local_position/vz_reset_counter,/fmu/out/vehicle_local_position/x,/fmu/out/vehicle_local_position/xy_global,/fmu/out/vehicle_local_position/xy_reset_counter,/fmu/out/vehicle_local_position/xy_valid,/fmu/out/vehicle_local_position/y,/fmu/out/vehicle_local_position/z,/fmu/out/vehicle_local_position/z_deriv,/fmu/out/vehicle_local_position/z_global,/fmu/out/vehicle_local_position/z_reset_counter,/fmu/out/vehicle_local_position/z_valid,/fmu/out/vehicle_odometry/angular_velocity[0],/fmu/out/vehicle_odometry/angular_velocity[1],/fmu/out/vehicle_odometry/angular_velocity[2],/fmu/out/vehicle_odometry/orientation_variance[0],/fmu/out/vehicle_odometry/orientation_variance[1],/fmu/out/vehicle_odometry/orientation_variance[2],/fmu/out/vehicle_odometry/pose_frame,/fmu/out/vehicle_odometry/position[0],/fmu/out/vehicle_odometry/position[1],/fmu/out/vehicle_odometry/position[2],/fmu/out/vehicle_odometry/position_variance[0],/fmu/out/vehicle_odometry/position_variance[1],/fmu/out/vehicle_odometry/position_variance[2],/fmu/out/vehicle_odometry/q[0],/fmu/out/vehicle_odometry/q[1],/fmu/out/vehicle_odometry/q[2],/fmu/out/vehicle_odometry/q[3],/fmu/out/vehicle_odometry/quality,/fmu/out/vehicle_odometry/reset_counter,/fmu/out/vehicle_odometry/timestamp,/fmu/out/vehicle_odometry/timestamp_sample,/fmu/out/vehicle_odometry/velocity[0],/fmu/out/vehicle_odometry/velocity[1],/fmu/out/vehicle_odometry/velocity[2],/fmu/out/vehicle_odometry/velocity_frame,/fmu/out/vehicle_odometry/velocity_variance[0],/fmu/out/vehicle_odometry/velocity_variance[1],/fmu/out/vehicle_odometry/velocity_variance[2],m_0,m_1,m_2,m_3,pz
1721040010.723309,0.180000007,0.000000000,0.000000000,-0.579999983,-0.439999998,-0.419999987,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1721040010723098.000000000,0.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1721040010.724754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.000698671,0.001341190,0.001813828,0.000079144,0.000079802,0.006829919,1.000000000,-0.014690757,-0.014034288,0.007024344,0.000135776,0.000135778,0.093254238,0.999973834,0.000182055,-0.007013114,-0.001793672,0.000000000,8.000000000,1721040010764997.000000000,1721040010764455.000000000,0.000671368,0.000878403,0.205549479,1.000000000,0.001071930,0.001071974,0.003558697,,,,,-0.007024344
1721040010.724847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.000000000,0.000000000,5006.000000000,0.011079179,-0.257234454,-9.820160866,0.000000000,1.000000000,0.000000000,5006.000000000,0.000798278,0.000758246,-0.005509338,1721040010769461.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1721040010.729490,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.000000000,0.000000000,0.000000000,0.000000000,0.999973834,0.000180989,-0.007009936,-0.001792130,0.000000000,1721040010770553.000000000,1721040010769461.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1721040010.740322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.110327743,-0.181885928,0.029737491,1.000000000,0.000000000,0.008333903,-0.006738368,0.002460076,0.000000000,0.000000000,0.000000000,0.067055352,0.000000000,1.000000000,0.016917869,0.305655599,0.046907272,0.059809346,-0.003606506,0.000000000,0.000000000,0.006822104,0.000000000,0.000157772,1721040010776632.000000000,1721040010775470.000000000,0.011826035,0.000000000,1.000000000,-0.000001237,5.000000000,-0.000322398,0.205567300,1.000000000,-0.014692981,0.000000000,5.000000000,0.000000000,-0.014025532,0.007323148,0.004707141,0.000000000,1.000000000,1.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1721040010.741030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.004133441,-0.002439448,-0.002830925,0.000079184,0.000079839,0.006820853,1.000000000,-0.014692981,-0.014025532,0.007323148,0.000143106,0.000143108,0.093425348,0.999973774,0.000191525,-0.007018131,-0.001801775,0.000000000,8.000000000,1721040010776684.000000000,1721040010775470.000000000,-0.000001237,-0.000322398,0.205567300,1.000000000,0.001100116,0.001100176,0.003577158,,,,,-0.007323148
1721040010.741860,,,,,,,,,,,,,,,,8.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,551.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1721040010780340.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.180208412,-0.039240000,-0.039240000,-0.039240000,
1721040010.742135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.000000000,0.000000000,6009.000000000,-0.099362060,-0.421191335,-9.892714500,0.000000000,1.000000000,0.000000000,6009.000000000,0.004582185,-0.003289316,-0.009443110,1721040010775470.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1721040010.747604,,,,,,,,,,,,,,,,8.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,551.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1721040010780630.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.180208412,-0.039240000,-0.039240000,-0.039240000,
1721040010.747733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.000000000,0.000000000,0.000000000,0.000000000,0.999973774,0.000191525,-0.007018131,-0.001801775,0.000000000,1721040010776264.000000000,1721040010775470.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1721040010.752604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.000000000,0.000000000,6008.000000000,0.053253263,-0.050641030,-9.763573647,0.000000000,1.000000000,0.000000000,6008.000000000,-0.005390227,0.000233844,-0.004195932,1721040010787486.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1721040010.752672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.000000000,0.000000000,0.000000000,0.000000000,0.999973714,0.000175662,-0.007027411,-0.001801920,0.000000000,1721040010788070.000000000,1721040010787486.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1721040010.752698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.041968167,0.187760428,0.161155730,1.000000000,0.000000000,0.008333903,-0.006738368,0.002460076,0.000000000,0.000000000,0.000000000,0.068395384,0.000000000,1.000000000,0.010951661,0.305901945,0.037148170,0.059928376,-0.003606578,0.000000000,0.000000000,0.006823047,0.000000000,0.000156442,1721040010788432.000000000,1721040010787486.000000000,0.011832542,0.000000000,1.000000000,-0.000205399,5.000000000,0.000846032,0.206593215,1.000000000,-0.014704022,0.000000000,5.000000000,0.000000000,-0.014024397,0.007980646,0.006404593,0.000000000,1.000000000,1.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1721040010.752738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.005839150,0.001083809,0.002416265,0.000078521,0.000079174,0.006821794,1.000000000,-0.014704022,-0.014024397,0.007980646,0.000059969,0.000059970,0.093575999,0.999973714,0.000175662,-0.007027411,-0.001801920,0.000000000,8.000000000,1721040010788438.000000000,1721040010787486.000000000,-0.000205399,0.000846032,0.206593215,1.000000000,0.000689978,0.000690008,0.003591410,,,,,-0.007980646
1721040010.763366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.000000000,0.000000000,6007.000000000,0.144116327,-0.075949162,-9.805430412,0.000000000,1.000000000,0.000000000,6007.000000000,-0.006692629,0.003506511,-0.006426174,1721040010798500.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1721040010.763415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.000000000,0.000000000,0.000000000,0.000000000,0.999973774,0.000157922,-0.007015832,-0.001806733,0.000000000,1721040010799281.000000000,1721040010798500.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1721040010.763436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.133095607,0.161795229,0.120559059,1.000000000,0.000000000,0.008333903,-0.006738368,0.002460076,0.000000000,0.000000000,0.000000000,0.038573194,0.000000000,1.000000000,0.011202483,0.304186225,0.037482746,0.057544775,-0.003615952,0.000000000,0.000000000,0.006824228,0.000000000,0.000156433,1721040010799656.000000000,1721040010798500.000000000,0.011829671,0.000000000,1.000000000,0.000618335,5.000000000,0.001573751,0.206298441,1.000000000,-0.014711336,0.000000000,5.000000000,0.000000000,-0.014013507,0.006936610,0.005283706,0.000000000,1.000000000,1.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1721040010.763471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.007141604,0.004356517,0.000186031,0.000078514,0.000079178,0.006822968,1.000000000,-0.014711336,-0.014013507,0.006936610,0.000062748,0.000062748,0.092529252,0.999973774,0.000157922,-0.007015832,-0.001806733,0.000000000,8.000000000,1721040010799710.000000000,1721040010798500.000000000,0.000618335,0.001573751,0.206298441,1.000000000,0.000702482,0.000702474,0.003311401,,,,,-0.006936610
1721040010.774460,0.180000007,0.000000000,0.000000000,-0.579999983,-0.439999998,-0.419999987,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1721040010774055.000000000,0.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1721040010.822800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.000000000,0.000000000,6008.000000000,-0.074090168,-0.440757602,-9.901225090,0.000000000,1.000000000,0.000000000,6008.000000000,0.004987766,-0.002108425,-0.009505898,1721040010810516.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1721040010.822854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.000000000,0.000000000,6009.000000000,-0.064645566,-0.352840483,-9.878763199,0.000000000,1.000000000,0.000000000,6009.000000000,0.005251132,-0.006030105,-0.008510739,1721040010816525.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1721040010.822872,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.000000000,0.000000000,0.000000000,0.000000000,0.999973774,0.000154902,-0.007015896,-0.001818769,0.000000000,1721040010810965.000000000,1721040010810516.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1721040010.822889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.000000000,0.000000000,0.000000000,0.000000000,0.999973655,0.000166503,-0.007032784,-0.001826010,0.000000000,1721040010816813.000000000,1721040010816525.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1721040010.822900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.085858524,-0.200702816,0.021377366,1.000000000,0.000000000,0.008333903,-0.006738368,0.002460076,0.000000000,0.000000000,0.000000000,0.041247725,0.000000000,1.000000000,0.011478385,0.304429203,0.038057003,0.057681583,-0.003639983,0.000000000,0.000000000,0.006825312,0.000000000,0.000156496,1721040010811301.000000000,1721040010810516.000000000,0.011812267,0.000000000,1.000000000,0.000424180,5.000000000,0.000060456,0.205458939,1.000000000,-0.014709566,0.000000000,5.000000000,0.000000000,-0.014000372,0.006274534,0.003763335,0.000000000,1.000000000,1.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1721040010.822937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.042922694,0.008214559,0.103479557,1.000000000,0.000000000,0.008333903,-0.006738368,0.002460076,0.000000000,0.000000000,0.000000000,0.041195516,0.000000000,1.000000000,0.011790063,0.303547502,0.038719382,0.057811089,-0.003645376,0.000000000,0.000000000,0.006826498,0.000000000,0.000156572,1721040010823033.000000000,1721040010821531.000000000,0.011813943,0.000000000,1.000000000,0.000174792,5.000000000,-0.000594526,0.204970211,1.000000000,-0.014714898,0.000000000,5.000000000,0.000000000,-0.014004641,0.005314130,0.002597009,0.000000000,1.000000000,1.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1721040010.822962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.004538795,-0.001258420,-0.002893691,0.000078550,0.000079210,0.006824049,1.000000000,-0.014709566,-0.014000372,0.006274534,0.000065876,0.000065877,0.092677131,0.999973774,0.000154902,-0.007015896,-0.001818769,0.000000000,8.000000000,1721040010811307.000000000,1721040010810516.000000000,0.000424180,0.000060456,0.205458939,1.000000000,0.000724163,0.000724172,0.003327165,,,,,-0.006274534
1721040010.822985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.002853099,0.000223220,0.002494865,0.000078592,0.000079248,0.006825231,1.000000000,-0.014714898,-0.014004641,0.005314130,0.000069502,0.000069503,0.092141084,0.999973655,0.000170762,-0.007033539,-0.001821350,0.000000000,8.000000000,1721040010823041.000000000,1721040010821531.000000000,0.000174792,-0.000594526,0.204970211,1.000000000,0.000749576,0.000749615,0.003342122,,,,,-0.005314130
1721040010.823033,,,,,,,,,,,,,,,,8.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,551.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1721040010830631.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.180208412,-0.039240000,-0.039240000,-0.039240000,
1721040010.823057,,,,,,,,,,,,,,,,8.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,551.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1721040010835183.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.180208412,-0.039240000,-0.039240000,-0.039240000,
1721040010.823070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.000000000,0.000000000,6008.000000000,-0.023484150,-0.120364815,-9.836381912,0.000000000,1.000000000,0.000000000,6008.000000000,-0.002074394,-0.002131433,-0.005715465,1721040010827539.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1721040010.823087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.000000000,0.000000000,5007.000000000,-0.032812569,-0.310876846,-9.907417297,0.000000000,1.000000000,0.000000000,5007.000000000,0.005329449,-0.003656466,-0.007334413,1721040010838554.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1721040010.823099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.000000000,0.000000000,0.000000000,0.000000000,0.999973595,0.000160438,-0.007038628,-0.001820275,0.000000000,1721040010828299.000000000,1721040010827539.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1721040010.823112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.000000000,0.000000000,0.000000000,0.000000000,0.999973595,0.000155133,-0.007035345,-0.001812813,0.000000000,1721040010839945.000000000,1721040010838554.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1721040010.823127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.095232293,0.234356582,0.113459863,1.000000000,0.000000000,0.008333903,-0.006738368,0.002460076,0.000000000,0.000000000,0.000000000,0.043795198,0.000000000,1.000000000,0.012085529,0.303792000,0.039286844,0.057948172,-0.003621404,0.000000000,0.000000000,0.006827583,0.000000000,0.000156636,1721040010834462.000000000,1721040010833547.000000000,0.011843537,0.000000000,1.000000000,0.000533302,5.000000000,0.001512502,0.204979271,1.000000000,-0.014719243,0.000000000,5.000000000,0.000000000,-0.014001124,0.004737391,0.002066095,0.000000000,1.000000000,1.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1721040010.823149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.122317001,0.092891447,0.072450675,1.000000000,0.000000000,0.008333903,-0.006738368,0.002460076,0.000000000,0.000000000,0.000000000,0.046427906,0.000000000,1.000000000,0.012388363,0.304036230,0.039846122,0.058083240,-0.003623644,0.000000000,0.000000000,0.006828661,0.000000000,0.000156699,1721040010845619.000000000,1721040010844562.000000000,0.011847305,0.000000000,1.000000000,0.001044684,5.000000000,0.001695681,0.204366028,1.000000000,-0.014718866,0.000000000,5.000000000,0.000000000,-0.013986247,0.004112815,0.001041374,0.000000000,1.000000000,1.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1721040010.823171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.004011520,0.004262441,0.004120580,0.000078621,0.000079280,0.006826319,1.000000000,-0.014719243,-0.014001124,0.004737391,0.000073030,0.000073030,0.092289574,0.999973774,0.000145605,-0.007027059,-0.001809544,0.000000000,8.000000000,1721040010834470.000000000,1721040010833547.000000000,0.000533302,0.001512502,0.204979271,1.000000000,0.000771712,0.000771744,0.003357991,,,,,-0.004737391
1721040010.823187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.005285013,0.002955217,0.001246008,0.000078648,0.000079311,0.006827401,1.000000000,-0.014718866,-0.013986247,0.004112815,0.000076735,0.000076736,0.092438035,0.999973655,0.000136556,-0.007027679,-0.001810727,0.000000000,8.000000000,1721040010845628.000000000,1721040010844562.000000000,0.001044684,0.001695681,0.204366028,1.000000000,0.000793849,0.000793865,0.003373663,,,,,-0.004112815
1721040010.823223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.000000000,0.000000000,6008.000000000,-0.003707246,-0.393878579,-9.863957405,0.000000000,1.000000000,0.000000000,6008.000000000,0.003965643,0.000026226,-0.007650340,1721040010850570.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1721040010.823239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.000000000,0.000000000,0.000000000,0.000000000,0.999973774,0.000144563,-0.007026255,-0.001815255,0.000000000,1721040010851244.000000000,1721040010850570.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1721040010.825312,0.280000001,0.000000000,0.000000000,-0.579999983,-0.439999998,-0.419999987,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1721040010825107.000000000,0.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1721040010.851628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.000000000,0.000000000,6008.000000000,-0.100571044,-0.460441500,-9.890725136,0.000000000,1.000000000,0.000000000,6008.000000000,0.008211889,-0.003091824,-0.010312183,1721040010856578.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
