__time,/fmu/out/actuator_outputs/noutputs,/fmu/out/actuator_outputs/output[0],/fmu/out/actuator_outputs/output[10],/fmu/out/actuator_outputs/output[11],/fmu/out/actuator_outputs/output[12],/fmu/out/actuator_outputs/output[13],/fmu/out/actuator_outputs/output[14],/fmu/out/actuator_outputs/output[15],/fmu/out/actuator_outputs/output[1],/fmu/out/actuator_outputs/output[2],/fmu/out/actuator_outputs/output[3],/fmu/out/actuator_outputs/output[4],/fmu/out/actuator_outputs/output[5],/fmu/out/actuator_outputs/output[6],/fmu/out/actuator_outputs/output[7],/fmu/out/actuator_outputs/output[8],/fmu/out/actuator_outputs/output[9],/fmu/out/actuator_outputs/timestamp,/fmu/out/vehicle_odometry/angular_velocity[0],/fmu/out/vehicle_odometry/angular_velocity[1],/fmu/out/vehicle_odometry/angular_velocity[2],/fmu/out/vehicle_odometry/orientation_variance[0],/fmu/out/vehicle_odometry/orientation_variance[1],/fmu/out/vehicle_odometry/orientation_variance[2],/fmu/out/vehicle_odometry/pose_frame,/fmu/out/vehicle_odometry/position[0],/fmu/out/vehicle_odometry/position[1],/fmu/out/vehicle_odometry/position[2],/fmu/out/vehicle_odometry/position_variance[0],/fmu/out/vehicle_odometry/position_variance[1],/fmu/out/vehicle_odometry/position_variance[2],/fmu/out/vehicle_odometry/q[0],/fmu/out/vehicle_odometry/q[1],/fmu/out/vehicle_odometry/q[2],/fmu/out/vehicle_odometry/q[3],/fmu/out/vehicle_odometry/quality,/fmu/out/vehicle_odometry/reset_counter,/fmu/out/vehicle_odometry/timestamp,/fmu/out/vehicle_odometry/timestamp_sample,/fmu/out/vehicle_odometry/velocity[0],/fmu/out/vehicle_odometry/velocity[1],/fmu/out/vehicle_odometry/velocity[2],/fmu/out/vehicle_odometry/velocity_frame,/fmu/out/vehicle_odometry/velocity_variance[0],/fmu/out/vehicle_odometry/velocity_variance[1],/fmu/out/vehicle_odometry/velocity_variance[2],py,pz
1723722476.956684,,,,,,,,,,,,,,,,,,,-0.000429963,0.000465707,0.001537594,0.000048299,0.000062646,0.026366565,1.000000000,30.538972855,8.283157349,-0.415414304,0.000081983,0.000081983,0.094444111,0.982827544,-0.015826551,0.017163921,-0.183043569,0.000000000,17.000000000,1723722476950419.000000000,1723722476949635.000000000,-0.004857889,-0.000272485,0.120208338,1.000000000,0.000830311,0.000830330,0.003405921,-8.283157349,0.415414304
1723722476.962390,8.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1723722476956383.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1723722476.974880,,,,,,,,,,,,,,,,,,,0.001700036,-0.000357684,-0.000939575,0.000048355,0.000062684,0.026368154,1.000000000,30.538961411,8.283143997,-0.415541828,0.000086490,0.000086490,0.094605662,0.982827127,-0.015827220,0.017163889,-0.183045849,0.000000000,17.000000000,1723722476962565.000000000,1723722476960649.000000000,-0.004814171,-0.000320307,0.119803444,1.000000000,0.000855814,0.000855854,0.003423617,-8.283143997,0.415541828
1723722476.975172,8.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1723722476966388.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1723722476.985585,,,,,,,,,,,,,,,,,,,0.000296201,-0.002491387,0.002351366,0.000048398,0.000062725,0.026369637,1.000000000,30.538942337,8.283131599,-0.415477812,0.000090941,0.000090940,0.094757758,0.982828259,-0.015828898,0.017155247,-0.183040544,0.000000000,17.000000000,1723722476973953.000000000,1723722476972039.000000000,-0.004874359,-0.000091804,0.119741008,1.000000000,0.000878919,0.000878963,0.003439176,-8.283131599,0.415477812
1723722476.985947,8.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1723722476976400.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1723722476.994745,,,,,,,,,,,,,,,,,,,0.000090716,0.000310568,0.001028786,0.000048446,0.000062782,0.026371134,1.000000000,30.538925171,8.283121109,-0.415447772,0.000095731,0.000095730,0.094914190,0.982829094,-0.015827116,0.017156048,-0.183036134,0.000000000,17.000000000,1723722476985455.000000000,1723722476983679.000000000,-0.004957758,-0.000074134,0.119754128,1.000000000,0.000903080,0.000903127,0.003455440,-8.283121109,0.415447772
1723722476.995142,8.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1723722476986417.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1723722477.019845,8.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1723722476996923.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1723722477.020041,,,,,,,,,,,,,,,,,,,0.000312458,-0.000061428,0.000079259,0.000048499,0.000062813,0.026372731,1.000000000,30.538898468,8.283112526,-0.415137708,0.000100997,0.000100997,0.095078520,0.982828796,-0.015831511,0.017155232,-0.183037207,0.000000000,17.000000000,1723722476997005.000000000,1723722476996195.000000000,-0.004970877,0.000248909,0.119750150,1.000000000,0.000929281,0.000929343,0.003473145,-8.283112526,0.415137708
1723722477.021707,8.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1723722477005927.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1723722477.022005,,,,,,,,,,,,,,,,,,,0.000431625,0.000887981,0.002782946,0.000048553,0.000062836,0.026374415,1.000000000,30.538881302,8.283105850,-0.415127605,0.000106785,0.000106785,0.094515979,0.982829988,-0.015830584,0.017159777,-0.183030903,0.000000000,17.000000000,1723722477008567.000000000,1723722477007584.000000000,-0.005199623,0.000311720,0.119590752,1.000000000,0.000957589,0.000957651,0.003488342,-8.283105850,0.415127605
1723722477.022360,8.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1723722477015941.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1723722477.031540,,,,,,,,,,,,,,,,,,,-0.001291388,0.000149645,-0.000020747,0.000048587,0.000062880,0.026376015,1.000000000,30.538856506,8.283102989,-0.414903045,0.000112631,0.000112631,0.094681032,0.982830048,-0.015834134,0.017162897,-0.183029935,0.000000000,17.000000000,1723722477020010.000000000,1723722477019224.000000000,-0.005183305,0.000608320,0.119727150,1.000000000,0.000984265,0.000984320,0.003506059,-8.283102989,0.414903045
1723722477.031849,8.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1723722477025968.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1723722477.040848,,,,,,,,,,,,,,,,,,,-0.000997033,0.002061584,-0.001289953,0.000048622,0.000062904,0.026377562,1.000000000,30.538833618,8.283100128,-0.414751619,0.000118507,0.000118507,0.094839983,0.982829094,-0.015834901,0.017170733,-0.183034241,0.000000000,17.000000000,1723722477031544.000000000,1723722477030739.000000000,-0.005304306,0.000669152,0.119816035,1.000000000,0.001009376,0.001009411,0.003522340,-8.283100128,0.414751619
1723722477.044119,8.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1723722477035965.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1723722477.058139,,,,,,,,,,,,,,,,,,,-0.000897619,0.001581467,0.001037711,0.000048658,0.000062951,0.026379047,1.000000000,30.538810730,8.283097267,-0.414520800,0.000124523,0.000124523,0.094996281,0.982829094,-0.015832515,0.017173840,-0.183033779,0.000000000,17.000000000,1723722477043587.000000000,1723722477041753.000000000,-0.005373204,0.000617734,0.120091990,1.000000000,0.001033790,0.001033833,0.003537919,-8.283097267,0.414520800
1723722477.058432,8.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1723722477045989.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1723722477.071141,,,,,,,,,,,,,,,,,,,-0.000816010,-0.000276687,0.000387975,0.000048699,0.000063014,0.026380621,1.000000000,30.538778305,8.283094406,-0.414120317,0.000131251,0.000131252,0.095164202,0.982828259,-0.015831960,0.017172489,-0.183038458,0.000000000,17.000000000,1723722477055130.000000000,1723722477053268.000000000,-0.005531830,0.000593509,0.120514929,1.000000000,0.001061253,0.001061309,0.003555647,-8.283094406,0.414120317
1723722477.071486,8.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1723722477056000.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1723722477.076112,8.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1723722477066509.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1723722477.076477,,,,,,,,,,,,,,,,,,,-0.001893978,0.000322116,0.001676148,0.000048724,0.000063045,0.026382174,1.000000000,30.538743973,8.283090591,-0.413670689,0.000137996,0.000137997,0.095325910,0.982828081,-0.015842946,0.017174523,-0.183038190,0.000000000,17.000000000,1723722477066568.000000000,1723722477065661.000000000,-0.005446931,0.000480601,0.120516047,1.000000000,0.001087088,0.001087150,0.003571935,-8.283090591,0.413670689
1723722477.080285,8.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1723722477076018.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1723722477.098035,,,,,,,,,,,,,,,,,,,-0.000732094,0.000456445,-0.000042109,0.000048756,0.000063050,0.026364326,1.000000000,30.538711548,8.283086777,-0.413216442,0.000146003,0.000146004,0.095510297,0.982826710,-0.015846899,0.017176980,-0.183045045,0.000000000,17.000000000,1723722477078157.000000000,1723722477077251.000000000,-0.005417471,0.000588242,0.120365411,1.000000000,0.001118974,0.001119026,0.003592750,-8.283086777,0.413216442
1723722477.098484,8.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1723722477085988.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1723722477.098804,,,,,,,,,,,,,,,,,,,-0.001429290,0.000768773,0.000367089,0.000047956,0.000062340,0.026365111,1.000000000,30.538707733,8.283081055,-0.412876844,0.000060531,0.000060531,0.094931640,0.982826293,-0.015854772,0.017179552,-0.183046266,0.000000000,17.000000000,1723722477089717.000000000,1723722477088641.000000000,-0.005178315,0.000699941,0.120472074,1.000000000,0.000698769,0.000698804,0.003604569,-8.283081055,0.412876844
1723722477.101102,8.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1723722477095995.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1723722477.112396,,,,,,,,,,,,,,,,,,,-0.000581540,0.000894805,0.000745126,0.000047984,0.000062400,0.026366465,1.000000000,30.538700104,8.283076286,-0.413260639,0.000063068,0.000063068,0.093880586,0.982825577,-0.015860263,0.017188095,-0.183048829,0.000000000,17.000000000,1723722477101237.000000000,1723722477100155.000000000,-0.005078176,0.000499645,0.120327696,1.000000000,0.000707905,0.000707939,0.003319864,-8.283076286,0.413260639
1723722477.116158,8.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1723722477106004.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1723722477.125290,,,,,,,,,,,,,,,,,,,-0.001411914,-0.000108204,0.000655015,0.000048013,0.000062450,0.026368072,1.000000000,30.538698196,8.283068657,-0.413663507,0.000066427,0.000066427,0.094037913,0.982826293,-0.015862454,0.017188983,-0.183044702,0.000000000,17.000000000,1723722477113182.000000000,1723722477111295.000000000,-0.004725108,0.000554139,0.119985066,1.000000000,0.000732275,0.000732319,0.003337546,-8.283068657,0.413663507
1723722477.125659,8.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1723722477116028.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1723722477.134359,8.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1723722477126042.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1723722477.134368,,,,,,,,,,,,,,,,,,,-0.000650972,0.000033464,-0.001012900,0.000048071,0.000062505,0.026369572,1.000000000,30.538696289,8.283063889,-0.414012998,0.000069845,0.000069845,0.094189420,0.982825696,-0.015868368,0.017192287,-0.183047250,0.000000000,17.000000000,1723722477124615.000000000,1723722477122809.000000000,-0.004742451,0.000663400,0.119628169,1.000000000,0.000755105,0.000755146,0.003353786,-8.283063889,0.414012998
1723722477.147843,8.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1723722477136049.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1723722477.148126,,,,,,,,,,,,,,,,,,,-0.000470674,0.000168281,0.000445493,0.000048129,0.000062570,0.026371283,1.000000000,30.538688660,8.283059120,-0.414224774,0.000073965,0.000073965,0.094362184,0.982825339,-0.015870040,0.017192623,-0.183049202,0.000000000,17.000000000,1723722477136153.000000000,1723722477134324.000000000,-0.004825376,0.000492744,0.119864896,1.000000000,0.000783582,0.000783686,0.003374530,-8.283059120,0.414224774
1723722477.155275,8.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1723722477146059.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1723722477.157942,,,,,,,,,,,,,,,,,,,-0.001581857,-0.000551891,0.002028066,0.000048157,0.000062608,0.026372818,1.000000000,30.538682938,8.283052444,-0.414363354,0.000077805,0.000077805,0.094514690,0.982824981,-0.015878074,0.017194813,-0.183049947,0.000000000,17.000000000,1723722477147708.000000000,1723722477146840.000000000,-0.004710907,0.000417287,0.119965799,1.000000000,0.000806689,0.000806791,0.003390604,-8.283052444,0.414363354
1723722477.167240,8.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1723722477156079.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1723722477.170517,,,,,,,,,,,,,,,,,,,-0.001140236,-0.002053246,0.001445203,0.000048218,0.000062646,0.026374411,1.000000000,30.538679123,8.283044815,-0.414422423,0.000082094,0.000082095,0.094676636,0.982825935,-0.015881509,0.017189747,-0.183045059,0.000000000,17.000000000,1723722477159216.000000000,1723722477158230.000000000,-0.004384930,0.000553730,0.119587533,1.000000000,0.000832209,0.000832290,0.003408481,-8.283044815,0.414422423
1723722477.172155,8.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1723722477166084.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1723722477.178982,,,,,,,,,,,,,,,,,,,0.000349884,0.000607981,-0.000019978,0.000048262,0.000062679,0.026375936,1.000000000,30.538679123,8.283039093,-0.414517432,0.000086413,0.000086414,0.094831787,0.982825756,-0.015879001,0.017190166,-0.183046162,0.000000000,17.000000000,1723722477170647.000000000,1723722477169870.000000000,-0.004091986,0.000709935,0.119770057,1.000000000,0.000855944,0.000856004,0.003424732,-8.283039093,0.414517432
1723722477.183978,8.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1723722477176095.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1723722477.192617,,,,,,,,,,,,,,,,,,,0.000424807,0.001060233,0.000427425,0.000048302,0.000062719,0.026377430,1.000000000,30.538681030,8.283033371,-0.414593667,0.000090862,0.000090863,0.094253510,0.982825935,-0.015874945,0.017195005,-0.183045551,0.000000000,17.000000000,1723722477182703.000000000,1723722477180884.000000000,-0.003833033,0.000364189,0.119679764,1.000000000,0.000879060,0.000879117,0.003436385,-8.283033371,0.414593667
1723722477.192969,8.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1723722477186122.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1723722477.205952,,,,,,,,,,,,,,,,,,,0.000078012,-0.000923986,0.001717765,0.000048321,0.000062759,0.026379032,1.000000000,30.538682938,8.283025742,-0.414504766,0.000095813,0.000095815,0.094414413,0.982827246,-0.015873754,0.017191686,-0.183038875,0.000000000,17.000000000,1723722477194189.000000000,1723722477192274.000000000,-0.003613050,0.000273819,0.119261414,1.000000000,0.000904586,0.000904653,0.003453729,-8.283025742,0.414504766
1723722477.206218,8.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1723722477196133.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1723722477.217138,,,,,,,,,,,,,,,,,,,0.000912887,0.001064024,-0.000667780,0.000048367,0.000062792,0.026380580,1.000000000,30.538686752,8.283014297,-0.414459139,0.000100915,0.000100918,0.094572768,0.982826829,-0.015873708,0.017193737,-0.183040604,0.000000000,17.000000000,1723722477205723.000000000,1723722477203914.000000000,-0.003413090,-0.000050611,0.119129285,1.000000000,0.000929437,0.000929513,0.003470349,-8.283014297,0.414459139
1723722477.217420,8.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1723722477206149.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1723722477.227378,8.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1723722477216152.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1723722477.227701,,,,,,,,,,,,,,,,,,,0.002569019,0.000351931,-0.002286837,0.000048414,0.000062856,0.026382307,1.000000000,30.538686752,8.282999992,-0.414196074,0.000106944,0.000106947,0.094751343,0.982826293,-0.015862970,0.017188476,-0.183044791,0.000000000,17.000000000,1723722477217272.000000000,1723722477216305.000000000,-0.003312659,-0.000247753,0.119061418,1.000000000,0.000959726,0.000959803,0.003491142,-8.282999992,0.414196074
1723722477.231711,8.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1723722477226160.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1723722477.238560,,,,,,,,,,,,,,,,,,,-0.001094919,-0.000567618,-0.000055699,0.000048470,0.000062893,0.026383799,1.000000000,30.538692474,8.282982826,-0.414086670,0.000112482,0.000112486,0.094908103,0.982826829,-0.015863890,0.017184304,-0.183042482,0.000000000,17.000000000,1723722477228790.000000000,1723722477227944.000000000,-0.003391123,-0.000444996,0.119205832,1.000000000,0.000984176,0.000984276,0.003507060,-8.282982826,0.414086670
1723722477.247843,8.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1723722477236175.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1723722477.248025,,,,,,,,,,,,,,,,,,,0.001657988,0.000090357,0.000992431,0.000048523,0.000062952,0.026385384,1.000000000,30.538692474,8.282963753,-0.413789630,0.000118688,0.000118691,0.095076405,0.982827842,-0.015863657,0.017183226,-0.183037013,0.000000000,17.000000000,1723722477240343.000000000,1723722477239459.000000000,-0.003331975,-0.000504109,0.119435117,1.000000000,0.001011597,0.001011687,0.003525157,-8.282963753,0.413789630
1723722477.253769,8.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1723722477246204.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1723722477.260236,,,,,,,,,,,,,,,,,,,0.000701755,-0.000675150,0.000867870,0.000048587,0.000062999,0.026386872,1.000000000,30.538696289,8.282945633,-0.413568467,0.000124855,0.000124859,0.095236786,0.982827961,-0.015857112,0.017182909,-0.183036923,0.000000000,17.000000000,1723722477251793.000000000,1723722477250974.000000000,-0.003558617,-0.000536365,0.119534507,1.000000000,0.001036941,0.001037042,0.003541437,-8.282945633,0.413568467
1723722477.265527,8.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1723722477255705.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1723722477.278101,8.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1723722477266220.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1723722477.278119,,,,,,,,,,,,,,,,,,,-0.000622248,0.000166010,0.001061216,0.000048638,0.000063029,0.026388366,1.000000000,30.538696289,8.282928467,-0.413273335,0.000131164,0.000131169,0.095394492,0.982828379,-0.015858160,0.017182529,-0.183034614,0.000000000,17.000000000,1723722477263816.000000000,1723722477261988.000000000,-0.003629780,-0.000351229,0.119564116,1.000000000,0.001061586,0.001061696,0.003557021,-8.282928467,0.413273335
1723722477.290010,,,,,,,,,,,,,,,,,,,0.000717156,0.000357985,-0.001336957,0.000048680,0.000063069,0.026389971,1.000000000,30.538684845,8.282912254,-0.412753373,0.000138214,0.000138219,0.094824165,0.982827783,-0.015857400,0.017180735,-0.183037907,0.000000000,17.000000000,1723722477275361.000000000,1723722477274504.000000000,-0.003762366,-0.000244518,0.120189629,1.000000000,0.001089227,0.001089355,0.003570526,-8.282912254,0.412753373
1723722477.290346,8.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1723722477275741.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1723722477.297875,8.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1723722477286747.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1723722477.298427,,,,,,,,,,,,,,,,,,,0.000615938,0.000983174,0.001732596,0.000048713,0.000063127,0.026372019,1.000000000,30.538679123,8.282897949,-0.412474185,0.000145875,0.000145881,0.094999604,0.982828259,-0.015856290,0.017185390,-0.183035523,0.000000000,17.000000000,1723722477286884.000000000,1723722477286019.000000000,-0.003998263,-0.000095857,0.120420784,1.000000000,0.001118826,0.001118945,0.003589579,-8.282897949,0.412474185
1723722477.307819,8.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1723722477296252.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1723722477.308117,,,,,,,,,,,,,,,,,,,-0.000952260,0.000540992,-0.001153044,0.000047915,0.000062422,0.026372736,1.000000000,30.538696289,8.282886505,-0.411993414,0.000060576,0.000060577,0.095170654,0.982826948,-0.015856449,0.017188141,-0.183041975,0.000000000,17.000000000,1723722477298422.000000000,1723722477297534.000000000,-0.004090802,-0.000033051,0.120687403,1.000000000,0.000699668,0.000699718,0.003607504,-8.282886505,0.411993414
1723722477.313995,8.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1723722477306264.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1723722477.316108,,,,,,,,,,,,,,,,,,,0.000525803,0.001859581,0.000094302,0.000047945,0.000062523,0.026374115,1.000000000,30.538715363,8.282874107,-0.412499934,0.000063149,0.000063151,0.094113894,0.982825398,-0.015857883,0.017194903,-0.183049515,0.000000000,17.000000000,1723722477309930.000000000,1723722477309049.000000000,-0.004058273,-0.000377297,0.120709449,1.000000000,0.000709204,0.000709234,0.003322631,-8.282874107,0.412499934
1723722477.325612,8.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1723722477315779.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1723722477.328229,,,,,,,,,,,,,,,,,,,0.000308093,0.001382964,0.000556700,0.000048012,0.000062591,0.026375642,1.000000000,30.538728714,8.282857895,-0.412788123,0.000066495,0.000066496,0.094270885,0.982824922,-0.015860116,0.017198082,-0.183052048,0.000000000,17.000000000,1723722477321399.000000000,1723722477320438.000000000,-0.004031352,-0.000462208,0.121008612,1.000000000,0.000733332,0.000733362,0.003340126,-8.282857895,0.412788123
