x,y,z,yaw,x_ref,y_ref,z_ref,yaw_ref
-4.503299713134766,1.367284297943116,5.109951496124268,59.28764088311971,-4.771425169298097,1.2618685473056837,5.126485630057445,-0.2564527745263001
-4.5463151931762695,1.1961565017700202,5.1217360496521,59.13616114509685,-4.8175852895298785,1.0989402155107064,5.117253606011089,-0.2564527745263001
-4.579961776733398,1.0378112792968757,5.125603675842285,60.64059275338171,-4.838147202709224,1.0150963160882132,5.11314122337522,-0.2564527745263001
-4.617560863494873,0.8750852942466743,5.127425670623779,60.96043262113662,-4.874199211564672,0.8432282890809336,5.10593082160413,-0.2564527745263001
-4.654566764831543,0.7144719362258918,5.133978843688965,60.65359537412904,-4.903448249106425,0.666581278051745,5.10008101409578,-0.2564527745263001
-4.694350719451904,0.5436189174652106,5.133581638336182,59.876282599554195,-4.925853890534331,0.48613151379247294,5.0955998858101985,-0.2564527745263001
-4.721476078033447,0.3999267816543585,5.126929759979248,58.651257786830854,-4.94138516923707,0.3028762428187609,5.092493630069651,-0.2564527745263001
-4.752178192138672,0.17514052987098758,5.106935024261475,58.487187512473355,-4.950020619590799,0.11782821613752678,5.090766539998905,-0.2564527745263001
-4.760901927947998,0.0184818468987948,5.087325096130371,59.67995503401517,-4.951748306626572,-0.06798990767036374,5.09042100259175,-0.2564527745263001
-4.762884616851807,-0.12861137092113434,5.066469192504883,60.72400437169118,-4.94656584252554,-0.25355121412114107,5.091457495411957,-0.2564527745263001
-4.761950969696045,-0.2786254286766046,5.051656246185303,60.61267985586048,-4.934480389919132,-0.4378302080191981,5.093874585933238,-0.2564527745263001
-4.756333827972412,-0.4263916313648218,5.052867889404297,59.847975806350036,-4.915508651989656,-0.6198084808045375,5.097668933519134,-0.2564527745263001
-4.739285469055176,-0.5969310402870172,5.0622663497924805,58.94995863075904,-4.889676849384995,-0.798480338736285,5.102835294040066,-0.2564527745263001
-4.7117133140563965,-0.7663143873214715,5.073337078094482,59.59918156366759,-4.857020683979319,-0.9728583608083906,5.1093665271212005,-0.2564527745263001
-4.673140048980713,-0.9407399892807,5.083263397216797,61.225009573274875,-4.8175852895298785,-1.141978855681994,5.117253606011089,-0.2564527745263001
-4.626499652862549,-1.123171687126159,5.095028400421143,61.65367479455627,-4.795342049658357,-1.2242741792670653,5.121702253985394,-0.2564527745263001
-4.588008403778076,-1.2677929401397698,5.108525276184082,61.43898504016191,-4.745842912982915,-1.3837664382433073,5.131602081320482,-0.2564527745263001
-4.549859523773193,-1.3896988630294793,5.128164768218994,60.70979854010783,-4.689718204941074,-1.5357303072678932,5.1428270229288495,-0.2564527745263001
-4.49265193939209,-1.5415328741073602,5.153292655944824,59.7425797630676,-4.62704549492646,-1.6793259656876314,5.1553615649317726,-0.2564527745263001
-4.436107158660889,-1.6636389493942254,5.166181564331055,59.48317000902828,-4.557911402260263,-1.813759839342931,5.169188383465012,-0.2564527745263001
-4.369855880737305,-1.775581240653991,5.163863182067871,59.425526571970714,-4.48241147647555,-1.9382889862153425,5.184288368621955,-0.2564527745263001
-4.290424823760986,-1.88421881198883,5.1593451499938965,59.15770733639312,-4.40065006525921,-2.0522252022591356,5.200640650865223,-0.2564527745263001
-4.1737446784973145,-2.011856079101562,5.168616771697998,58.24449822511931,-4.312740170234084,-2.1549388247262202,5.218222629870247,-0.2564527745263001
-4.098512172698975,-2.0822985172271724,5.185988903045654,57.004050573484044,-4.2188032907805395,-2.2458622119655565,5.237010005760957,-0.2564527745263001
-4.012678146362305,-2.154941082000732,5.214102745056152,55.40415428442682,-4.118969256113417,-2.324492880466082,5.256976812694381,-0.2564527745263001
-3.9186339378356934,-2.225305318832397,5.2427191734313965,54.63539779409349,-4.0133760458463685,-2.3903962818064874,5.278095454747791,-0.2564527745263001
