x,y,z,yaw,x_ref,y_ref,z_ref,yaw_ref
-4.587227821350098,0.9338112473487861,5.059057712554932,52.787532206381584,-4.857020683979319,0.9298197206371033,5.1093665271212005,-0.2564527745263001
-4.6188225746154785,0.7856293916702277,5.051835060119629,53.22927705933663,-4.889676849384995,0.7554416985649978,5.102835294040066,-0.2564527745263001
-4.650766849517822,0.641511261463166,5.049554824829102,52.98535760071679,-4.915508651989656,0.5767698406332503,5.097668933519134,-0.2564527745263001
-4.6852240562438965,0.4652281701564795,5.055016994476318,52.3416017085245,-4.934480389919132,0.3947915678479107,5.093874585933238,-0.2564527745263001
-4.711811542510986,0.2290371209383017,5.069382667541504,51.845272791105906,-4.950020619590799,0.11782821613752678,5.090766539998905,-0.2564527745263001
-4.714771747589111,-0.02767418697476325,5.077758312225342,52.690801872953806,-4.951748306626572,-0.06798990767036374,5.09042100259175,-0.2564527745263001
-4.711366176605225,-0.18640202283859192,5.073914051055908,53.459150486618704,-4.94656584252554,-0.25355121412114107,5.091457495411957,-0.2564527745263001
-4.711190223693848,-0.3616296350955957,5.072901725769043,53.30652659433525,-4.934480389919132,-0.4378302080191981,5.093874585933238,-0.2564527745263001
-4.705859661102295,-0.5170517563819879,5.078483581542969,52.70114841122261,-4.915508651989656,-0.6198084808045375,5.097668933519134,-0.2564527745263001
-4.691627502441406,-0.6618836522102349,5.090445041656494,51.85871915248117,-4.889676849384995,-0.798480338736285,5.102835294040066,-0.2564527745263001
-4.664915561676025,-0.8207195401191705,5.097921371459961,51.752010391962386,-4.857020683979319,-0.9728583608083906,5.1093665271212005,-0.2564527745263001
-4.630308628082275,-0.9803263545036309,5.091026782989502,52.63509107987063,-4.8175852895298785,-1.141978855681994,5.117253606011089,-0.2564527745263001
-4.592149257659912,-1.124710321426391,5.083377838134766,53.47749898946968,-4.771425169298098,-1.304907187476971,5.126485630057445,-0.2564527745263001
-4.549671649932861,-1.2737991809844964,5.084370136260986,53.44566564175221,-4.718604120721165,-1.460742940989961,5.137049839772832,-0.2564527745263001
-4.487557411193848,-1.4773824214935296,5.110469818115234,52.6505354894893,-4.659195147238236,-1.6086248977935427,5.148931634469418,-0.2564527745263001
-4.433733940124512,-1.6082572937011712,5.139526844024658,51.810305939496246,-4.593280357393117,-1.747735795716418,5.162114592438441,-0.2564527745263001
-4.378226280212402,-1.7114596366882318,5.151453495025635,52.087830252148784,-4.520950851352873,-1.8773068454015542,5.17658049364649,-0.2564527745263001
-4.284016132354736,-1.8440587520599359,5.156521320343018,53.53785298457139,-4.442306594999205,-1.9966219789817685,5.1923093449172235,-0.2564527745263001
-4.20192289352417,-1.9381246566772454,5.161507606506348,54.21959939959967,-4.357456281766615,-2.1050218073926583,5.209279407563741,-0.2564527745263001
-4.105008602142334,-2.036929368972778,5.179363250732422,54.10932622725872,-4.312740170234084,-2.1549388247262202,5.218222629870247,-0.2564527745263001
-4.016822814941406,-2.110958099365234,5.202661991119385,53.899988849844995,-4.2188032907805395,-2.2458622119655565,5.237010005760957,-0.2564527745263001
