x,y,z,yaw,x_ref,y_ref,z_ref,yaw_ref
-4.642409801483154,1.154078364372254,5.114727020263672,60.04409096074863,-4.8175852895298785,1.0989402155107064,5.117253606011089,-0.2564527745263001
-4.704414367675781,0.9905647635459907,5.099637985229492,59.807202071652746,-4.857020683979319,0.9298197206371033,5.1093665271212005,-0.2564527745263001
-4.756782531738281,0.7689064145088202,5.079871654510498,59.23857580503442,-4.889676849384995,0.7554416985649978,5.102835294040066,-0.2564527745263001
-4.770904064178467,0.6394953727722175,5.073360443115234,58.127304642590715,-4.915508651989656,0.5767698406332503,5.097668933519134,-0.2564527745263001
-4.772719860076904,0.48793435096740784,5.063235282897949,58.197291166334,-4.934480389919132,0.3947915678479107,5.093874585933238,-0.2564527745263001
-4.761977672576904,0.34365233778953613,5.053730487823486,59.22914564771689,-4.94656584252554,0.21051257394985368,5.091457495411957,-0.2564527745263001
-4.746706962585449,0.17157852649688782,5.046323299407959,59.44925816437305,-4.950020619590799,0.11782821613752678,5.090766539998905,-0.2564527745263001
-4.735409736633301,0.0035439878702169868,5.038563251495361,59.36186426535172,-4.951748306626572,-0.06798990767036374,5.09042100259175,-0.2564527745263001
-4.725371837615967,-0.1346793919801706,5.0374555587768555,58.63228651212384,-4.94656584252554,-0.25355121412114107,5.091457495411957,-0.2564527745263001
-4.711137771606445,-0.29115477204322754,5.046298980712891,57.601729847123245,-4.934480389919132,-0.4378302080191981,5.093874585933238,-0.2564527745263001
-4.69249153137207,-0.453826338052749,5.059070587158203,57.312834413459086,-4.925853890534331,-0.5291701539637602,5.0955998858101985,-0.2564527745263001
-4.667234420776367,-0.6433469057083123,5.075974464416504,57.512498738164965,-4.889676849384995,-0.798480338736285,5.102835294040066,-0.2564527745263001
-4.6375813484191895,-0.8270194530487054,5.09073543548584,57.57664454769544,-4.857020683979319,-0.9728583608083906,5.1093665271212005,-0.2564527745263001
-4.613956928253174,-0.9851710796356195,5.101614952087402,56.631984025413345,-4.8175852895298785,-1.141978855681994,5.117253606011089,-0.2564527745263001
-4.581884860992432,-1.1906582117080682,5.123491287231445,55.33109441753598,-4.771425169298098,-1.304907187476971,5.126485630057445,-0.2564527745263001
-4.552372932434082,-1.3180636167526238,5.137333393096924,54.00546533327885,-4.718604120721165,-1.460742940989961,5.137049839772832,-0.2564527745263001
-4.507579326629639,-1.4548289775848382,5.14333438873291,54.04120188387392,-4.659195147238236,-1.6086248977935427,5.148931634469418,-0.2564527745263001
-4.453540802001953,-1.5788087844848626,5.141247749328613,55.040921652464654,-4.593280357393117,-1.747735795716418,5.162114592438441,-0.2564527745263001
-4.39128303527832,-1.6938109397888177,5.144257068634033,55.54965802712897,-4.520950851352873,-1.8773068454015542,5.17658049364649,-0.2564527745263001
-4.314090728759766,-1.813704848289489,5.15854024887085,55.35140269350266,-4.442306594999205,-1.9966219789817685,5.1923093449172235,-0.2564527745263001
-4.241429805755615,-1.9138288497924798,5.180985927581787,54.59829982711591,-4.40065006525921,-2.0522252022591356,5.200640650865223,-0.2564527745263001
-4.1703596115112305,-1.9989609718322747,5.205901622772217,54.20233207562606,-4.312740170234084,-2.1549388247262202,5.218222629870247,-0.2564527745263001
-4.079977035522461,-2.088112115859985,5.2251362800598145,53.97366083236007,-4.2188032907805395,-2.2458622119655565,5.237010005760957,-0.2564527745263001
-3.9890544414520264,-2.1651444435119624,5.23429012298584,54.79435823956388,-4.118969256113417,-2.324492880466082,5.256976812694381,-0.2564527745263001
-3.8721866607666016,-2.2496786117553706,5.243621826171875,55.2980166966236,-4.0133760458463685,-2.3903962818064874,5.278095454747791,-0.2564527745263001
-3.7863705158233643,-2.2969214916229244,5.250616073608398,55.23017008377479,-3.9021695992916343,-2.4432082041651295,5.300336744058738,-0.2564527745263001
-3.7012155055999756,-2.328569412231445,5.26831579208374,54.73347003771307,-3.7855036137587836,-2.482636785118287,5.323669941165308,-0.2564527745263001
-3.597810745239258,-2.3562386035919185,5.299056529998779,53.82370757129101,-3.6635393321312066,-2.5084641246031163,5.348062797490823,-0.2564527745263001
-3.4931132793426514,-2.3758895397186275,5.328741550445557,53.236574062656125,-3.536445320013961,-2.5205474891313506,5.373481599914273,-0.2564527745263001
-3.3940060138702393,-2.389752388000488,5.345520496368408,53.275291238380206,-3.4043972327609344,-2.5188201005987207,5.399891217364877,-0.2564527745263001
-3.2577435970306396,-2.395225286483764,5.365286350250244,53.498209189388334,-3.267577572703362,-2.503291505330779,5.427255149376393,-0.2564527745263001
-3.063338279724121,-2.373146533966064,5.394700050354004,53.48868395206899,-3.126175436915184,-2.4740475213256103,5.455535576534028,-0.2564527745263001
-2.934460401535034,-2.3373272418975826,5.422605991363525,53.24620303834309,-2.980386255863885,-2.431249763985,5.484693412744288,-0.2564527745263001
-2.797274589538574,-2.284310817718505,5.463353157043457,52.58460117950878,-2.830411523308023,-2.3751347529550695,5.5146883592554605,-0.2564527745263001
-2.677501678466797,-2.222010135650634,5.504335403442383,51.31718729802338,-2.6764585178147113,-2.3060126050123873,5.545478960354123,-0.2564527745263001
-2.5562286376953125,-2.14436650276184,5.550083160400391,49.88062227424039,-2.5980564487096025,-2.2666904768355534,5.561159374175144,-0.2564527745263001
-2.431666374206543,-2.056243896484374,5.595963001251221,49.01474696885501,-2.4385366285103265,-2.1787957705450993,5.593063338214999,-0.2564527745263001
-2.287449359893799,-1.9530153274536126,5.642742156982422,47.31523174479153,-2.2755801417182275,-2.078978984819785,5.625654635573419,-0.2564527745263001
-2.1496126651763916,-1.854860067367553,5.679207801818848,46.01202468940296,-2.109412208852207,-1.967791752088593,5.658888222146623,-0.2564527745263001
-2.0026583671569824,-1.7564435005187982,5.707561492919922,44.25321504034152,-1.940262488938408,-1.8458485429820637,5.692718166129383,-0.2564527745263001
-1.8210391998291016,-1.6396486759185784,5.737064361572266,42.879360684567835,-1.7683647621008312,-1.7138232704913652,5.727097711496898,-0.2564527745263001
-1.6658262014389038,-1.5355247259140008,5.767930030822754,41.42649989507409,-1.5939566064561617,-1.5724455656221619,5.761979342625832,-0.2564527745263001
-1.5129226446151733,-1.4290502071380609,5.808556079864502,40.17047652886549,-1.5058863188006697,-1.4984918097739284,5.779593400156931,-0.2564527745263001
-1.357942819595337,-1.3020157814025872,5.85146951675415,38.80558482508882,-1.328165477774164,-1.3445654036907524,5.815137568362232,-0.2564527745263001
-1.1956275701522827,-1.156539320945739,5.89823579788208,38.80558482508882,-1.1485426029371746,-1.1833272501950651,5.85106214332963,-0.2564527745263001
-1.0509965419769287,-1.0312389135360711,5.938414573669434,37.23266941875116,-0.9672659492556177,-1.0156684238051552,5.8873174740659415,-0.2564527745263001
-0.8998991250991821,-0.9078716039657585,5.969122409820557,36.301924829914064,-0.7845860573664977,-0.842515482564032,5.923853452443765,-0.2564527745263001
-0.7145327925682068,-0.7680329084396355,5.990642070770264,36.974562937847395,-0.600755407308196,-0.6648253474631732,5.960619582455426,-0.2564527745263001
-0.5266537070274353,-0.6301969885826103,5.997442245483398,38.33894280187743,-0.4160280695703815,-0.483580014066941,5.997565050002988,-0.2564527745263001
-0.2912822365760803,-0.4590102434158318,6.007513046264648,40.952671470153106,-0.32340788836057294,-0.39193654477276224,6.01608908624495,-0.2564527745263001
-0.10649053752422333,-0.32172510027885365,6.0311455726623535,42.26713390431477,-0.13781451579832957,-0.20724112351623766,6.053207760757399,-0.2564527745263001
0.10143505036830902,-0.15339347720146104,6.072441101074219,44.136638578245865,0.04803571850061325,-0.021519320085644587,6.0903778076171875,-0.2564527745263001
0.2761760354042053,0.005970546044410024,6.112265110015869,44.87204606735531,0.23388595279955604,0.1642024833449485,6.127547854476976,-0.2564527745263001
0.4460117518901825,0.18683087825775221,6.149780750274658,43.904982119247215,0.41947932536179944,0.348897904601473,6.164666528989424,-0.2564527745263001
0.6010186672210693,0.3758040964603432,6.185791969299316,43.36156245967779,0.6045593294566584,0.5315462337591549,6.201682529808396,-0.2564527745263001
0.7467553019523621,0.5519093871116646,6.222792625427246,43.36611507136429,0.7888701678748484,0.7111380740443873,6.238544697492034,-0.2564527745263001
0.9178178310394287,0.7347702383995064,6.25526237487793,43.70046632802168,0.8806574943677242,0.799476842392743,6.25690216279061,-0.2564527745263001
1.0816360712051392,0.882420480251313,6.266006946563721,43.24422614980155,1.0633373862568445,0.9726297836338661,6.2934381411684335,-0.2564527745263001
1.2526072263717651,1.0104014873504645,6.273669719696045,41.51756596743454,1.2446140399384011,1.140288610023776,6.329693471904745,-0.2564527745263001
