x,y,z,yaw,x_ref,y_ref,z_ref,yaw_ref
-4.711052894592285,-0.01934079825878082,5.0172014236450195,60.087770497504884,-4.950020619590799,-0.16086685630881412,5.090766539998905,-0.2564527745263001
-4.710962772369385,-0.20861627161502777,5.017511367797852,60.66266974601391,-4.94138516923707,-0.34591488299004836,5.092493630069651,-0.2564527745263001
-4.7020978927612305,-0.37624022364616333,5.008925437927246,62.628295579382915,-4.925853890534331,-0.5291701539637602,5.0955998858101985,-0.2564527745263001
-4.69167423248291,-0.5440617799758904,5.000921249389648,64.09661830574552,-4.903448249106425,-0.7096199182230324,5.10008101409578,-0.2564527745263001
-4.680614471435547,-0.7087284326553338,4.998122692108154,64.46720708917626,-4.874199211564672,-0.8862669292522208,5.10593082160413,-0.2564527745263001
-4.665312767028809,-0.9624825119972222,5.007225036621094,64.14299947802041,-4.838147202709225,-1.0581349562594997,5.113141223375219,-0.2564527745263001
-4.646015644073486,-1.1039208173751824,5.020908832550049,63.75213434071549,-4.795342049658357,-1.2242741792670653,5.121702253985394,-0.2564527745263001
-4.599550247192383,-1.273907542228698,5.031362533569336,64.28690384454734,-4.745842912982915,-1.3837664382433073,5.131602081320482,-0.2564527745263001
-4.5483551025390625,-1.401718616485595,5.034676551818848,65.30136854265623,-4.689718204941074,-1.5357303072678932,5.1428270229288495,-0.2564527745263001
-4.467391490936279,-1.539067387580871,5.026905059814453,65.65360502240682,-4.62704549492646,-1.6793259656876314,5.1553615649317726,-0.2564527745263001
-4.399923801422119,-1.6418290138244622,5.03419303894043,65.19265668960848,-4.557911402260263,-1.813759839342931,5.169188383465012,-0.2564527745263001
-4.3336405754089355,-1.7385591268539422,5.053714275360107,64.26071508372969,-4.48241147647555,-1.9382889862153425,5.184288368621955,-0.2564527745263001
-4.2419538497924805,-1.8659186363220208,5.08998966217041,62.97984203851523,-4.40065006525921,-2.0522252022591356,5.200640650865223,-0.2564527745263001
-4.173965930938721,-1.9538502693176263,5.109227180480957,62.41510986431312,-4.312740170234084,-2.1549388247262202,5.218222629870247,-0.2564527745263001
-4.092138290405273,-2.042772531509399,5.120075702667236,61.996858462237704,-4.2188032907805395,-2.2458622119655565,5.237010005760957,-0.2564527745263001
-4.016467571258545,-2.111946821212768,5.13423490524292,61.10274436125999,-4.169614982967401,-2.2867429175737257,5.246847667323585,-0.2564527745263001
-3.9444022178649902,-2.167425394058227,5.158352851867676,60.29205526217658,-4.066883610967668,-2.3590599267991808,5.267393941723531,-0.2564527745263001
-3.883807420730591,-2.2079367637634273,5.187905788421631,58.520662662989174,-3.9584650504134924,-2.418458635827408,5.289077653834366,-0.2564527745263001
-3.8136396408081055,-2.2470161914825435,5.228678226470947,56.46392210343717,-3.8445091455052847,-2.464610780690563,5.311868834816008,-0.2564527745263001
