x,y,z,yaw,x_ref,y_ref,z_ref,yaw_ref
-4.728721618652344,0.2555462718009955,5.041677951812744,71.49415500118295,-4.950020619590799,0.11782821613752678,5.090766539998905,-0.2564527745263001
-4.733616352081299,0.1158038079738623,5.040095806121826,71.96509268420317,-4.951748306626572,0.0249512674990764,5.09042100259175,-0.2564527745263001
-4.733494758605957,-0.021233137696980812,5.042208671569824,72.45858507093914,-4.950020619590799,-0.16086685630881412,5.090766539998905,-0.2564527745263001
-4.726651191711426,-0.17171716690063416,5.048579216003418,72.4207676155833,-4.94138516923707,-0.34591488299004836,5.092493630069651,-0.2564527745263001
-4.712419509887695,-0.3060953915119165,5.05861234664917,72.28473906425124,-4.925853890534331,-0.5291701539637602,5.0955998858101985,-0.2564527745263001
-4.685495853424072,-0.46093174815177856,5.070594310760498,73.76839844865181,-4.915508651989656,-0.6198084808045375,5.097668933519134,-0.2564527745263001
-4.659552574157715,-0.6063125133514398,5.0800957679748535,74.62916008299382,-4.889676849384995,-0.798480338736285,5.102835294040066,-0.2564527745263001
-4.634357452392578,-0.7619482278823846,5.0871663093566895,75.24873467979441,-4.857020683979319,-0.9728583608083906,5.1093665271212005,-0.2564527745263001
-4.613192081451416,-0.9092845320701592,5.0810322761535645,75.57593606340978,-4.8175852895298785,-1.141978855681994,5.117253606011089,-0.2564527745263001
-4.5886664390563965,-1.0592011213302606,5.078179359436035,75.55614223642365,-4.795342049658357,-1.2242741792670653,5.121702253985394,-0.2564527745263001
-4.561135292053223,-1.1827676296234124,5.082154750823975,75.3928111793314,-4.745842912982915,-1.3837664382433073,5.131602081320482,-0.2564527745263001
-4.52217960357666,-1.3170539140701287,5.088003635406494,75.937905778751,-4.689718204941074,-1.5357303072678932,5.1428270229288495,-0.2564527745263001
-4.473875045776367,-1.44458258152008,5.089044094085693,77.98085027417989,-4.62704549492646,-1.6793259656876314,5.1553615649317726,-0.2564527745263001
-4.413012981414795,-1.5828419923782342,5.089251518249512,79.41615286351926,-4.557911402260263,-1.813759839342931,5.169188383465012,-0.2564527745263001
-4.362027645111084,-1.6848948001861566,5.0937066078186035,79.61538097769234,-4.48241147647555,-1.9382889862153425,5.184288368621955,-0.2564527745263001
-4.30723762512207,-1.7728939056396478,5.107288360595703,79.38504271408091,-4.40065006525921,-2.0522252022591356,5.200640650865223,-0.2564527745263001
-4.1939873695373535,-1.8986265659332269,5.136934757232666,78.81364382123427,-4.312740170234084,-2.1549388247262202,5.218222629870247,-0.2564527745263001
-4.100240230560303,-1.972357511520385,5.152445316314697,79.52828480371687,-4.2188032907805395,-2.2458622119655565,5.237010005760957,-0.2564527745263001
-3.9929795265197754,-2.0406143665313716,5.167747974395752,81.05831008965434,-4.118969256113417,-2.324492880466082,5.256976812694381,-0.2564527745263001
-3.882342576980591,-2.100812435150146,5.187220573425293,81.23144820373702,-4.0133760458463685,-2.3903962818064874,5.278095454747791,-0.2564527745263001
-3.763300895690918,-2.157875061035156,5.213689804077148,80.58655642357024,-3.9584650504134924,-2.418458635827408,5.289077653834366,-0.2564527745263001
-3.657006025314331,-2.2030398845672603,5.233434677124023,79.90767935185016,-3.8445091455052847,-2.464610780690563,5.311868834816008,-0.2564527745263001
-3.56038236618042,-2.2426385879516597,5.25726842880249,78.7089248333735,-3.7251733935513043,-2.4972613038891636,5.335735985206804,-0.2564527745263001
-3.4560770988464355,-2.281121492385864,5.288282871246338,77.39139772963237,-3.6006227272922238,-2.516229763954486,5.36064611845862,-0.2564527745263001
-3.3085153102874756,-2.3247649669647212,5.326213359832764,76.09210996833373,-3.4710292869492445,-2.521411332649237,5.386564806527216,-0.2564527745263001
-3.2001471519470215,-2.342612028121948,5.349801063537598,73.74434510159061,-3.336572182310828,-2.512777374295517,5.413456227454899,-0.2564527745263001
-3.1116812229156494,-2.3448479175567623,5.376941204071045,71.21110833276816,-3.1974372451868733,-2.490375604028449,5.44128321487969,-0.2564527745263001
-3.0012025833129883,-2.334334850311279,5.418086528778076,68.49142425041605,-3.0538167725724215,-2.45432982410089,5.470007309402581,-0.2564527745263001
-2.8926477432250977,-2.3104794025421134,5.45216178894043,66.23855530103525,-2.9059092608759545,-2.4048392396965332,5.499588811741874,-0.2564527745263001
-2.7645044326782227,-2.272470474243163,5.4795050621032715,64.37745641346051,-2.753919131579461,-2.34217735803251,5.5299868376011725,-0.2564527745263001
-2.6118850708007812,-2.2161970138549796,5.501944541931152,62.10798801343341,-2.6764585178147113,-2.3060126050123873,5.545478960354123,-0.2564527745263001
-2.463960886001587,-2.1472737789154044,5.527068138122559,61.06360422407739,-2.5187400162820435,-2.224265320219258,5.577022660660656,-0.2564527745263001
-2.3423445224761963,-2.07655906677246,5.557667255401611,58.7600436885427,-2.3574739998622296,-2.1303446708196523,5.609275863944619,-0.2564527745263001
-2.1975858211517334,-1.9812661409378045,5.599396705627441,56.67000409119352,-2.1928833526920872,-2.024769704542697,5.642193993378648,-0.2564527745263001
